Task,Start,Finish,Cores,RequestId
-1,2022-03-31 20:37:04.689787,2022-03-31 20:37:05.690937,8,40
-1,2022-03-31 20:37:37.721777,2022-03-31 20:37:38.722920,8,41
-1,2022-03-31 20:38:11.756664,2022-03-31 20:38:12.757812,8,42
-1,2022-03-31 20:38:39.781778,2022-03-31 20:38:40.782961,8,43
12.5,2022-03-31 20:32:47.869740,2022-03-31 20:35:28.869740,1,
12.5,2022-03-31 20:35:28.869740,2022-03-31 20:38:16.869740,2,
12.5,2022-03-31 20:38:16.869740,2022-03-31 20:40:54.869740,1,
12.5,2022-03-31 20:40:54.869740,2022-03-31 20:43:29.869740,2,
12.5,2022-03-31 20:43:29.869740,2022-03-31 20:46:03.869740,1,
12.5,2022-03-31 20:46:03.869740,2022-03-31 20:48:10.869740,2,
12.5,2022-03-31 20:48:10.869740,2022-03-31 20:49:50.869740,1,
12.5,2022-03-31 20:49:50.869740,2022-03-31 20:51:25.869740,2,
12.5,2022-03-31 20:51:25.869740,2022-03-31 20:53:00.869740,1,
12.5,2022-03-31 20:53:00.869740,2022-03-31 20:54:33.869740,2,
12.5,2022-03-31 20:54:33.869740,2022-03-31 20:57:07.869740,1,
12.5,2022-03-31 20:57:07.869740,2022-03-31 20:58:46.869740,2,
12.5,2022-03-31 20:58:46.869740,2022-03-31 21:00:20.869740,1,
12.5,2022-03-31 21:00:20.869740,2022-03-31 21:01:54.869740,2,
12.5,2022-03-31 21:01:54.869740,2022-03-31 21:03:29.869740,1,
13,2022-03-31 20:39:12.461794,2022-03-31 20:43:39.660731,8,13
14,2022-03-31 20:39:12.461934,2022-03-31 20:43:26.966198,4,14
-1,2022-03-31 20:39:18.821811,2022-03-31 20:39:19.822972,8,44
-1,2022-03-31 20:40:00.864835,2022-03-31 20:40:01.865792,8,45
-1,2022-03-31 20:40:41.905785,2022-03-31 20:40:42.906935,8,46
-1,2022-03-31 20:41:12.933787,2022-03-31 20:41:13.934932,8,47
-1,2022-03-31 20:41:44.965806,2022-03-31 20:41:45.966997,8,48
-1,2022-03-31 20:42:26.007696,2022-03-31 20:42:27.008847,8,49
-1,2022-03-31 20:43:03.021773,2022-03-31 20:43:04.022932,8,50
14.5,2022-03-31 20:39:12.461934,2022-03-31 20:41:49.461934,1,
14.5,2022-03-31 20:41:49.461934,2022-03-31 20:44:24.461934,2,
14.5,2022-03-31 20:44:24.461934,2022-03-31 20:47:00.461934,1,
14.5,2022-03-31 20:47:00.461934,2022-03-31 20:49:36.461934,2,
14.5,2022-03-31 20:49:36.461934,2022-03-31 20:52:11.461934,1,
14.5,2022-03-31 20:52:11.461934,2022-03-31 20:53:16.461934,2,
14.5,2022-03-31 20:53:16.461934,2022-03-31 20:54:16.461934,1,
14.5,2022-03-31 20:54:16.461934,2022-03-31 20:55:12.461934,2,
14.5,2022-03-31 20:55:12.461934,2022-03-31 20:56:09.461934,1,
14.5,2022-03-31 20:56:09.461934,2022-03-31 20:57:08.461934,2,
14.5,2022-03-31 20:57:08.461934,2022-03-31 20:59:47.461934,1,
14.5,2022-03-31 20:59:47.461934,2022-03-31 21:02:24.461934,2,
14.5,2022-03-31 21:02:24.461934,2022-03-31 21:04:13.461934,1,
14.5,2022-03-31 21:04:13.461934,2022-03-31 21:05:46.461934,2,
14.5,2022-03-31 21:05:46.461934,2022-03-31 21:07:18.461934,1,
15,2022-03-31 20:43:36.980817,2022-03-31 20:45:06.445969,6,15
13.5,2022-03-31 20:39:12.461794,2022-03-31 20:41:44.461794,1,
13.5,2022-03-31 20:41:44.461794,2022-03-31 20:44:12.461794,2,
13.5,2022-03-31 20:44:12.461794,2022-03-31 20:46:33.461794,1,
13.5,2022-03-31 20:46:33.461794,2022-03-31 20:48:14.461794,2,
13.5,2022-03-31 20:48:14.461794,2022-03-31 20:49:54.461794,1,
13.5,2022-03-31 20:49:54.461794,2022-03-31 20:52:33.461794,2,
13.5,2022-03-31 20:52:33.461794,2022-03-31 20:55:09.461794,1,
13.5,2022-03-31 20:55:09.461794,2022-03-31 20:57:04.461794,2,
13.5,2022-03-31 20:57:04.461794,2022-03-31 20:58:43.461794,1,
13.5,2022-03-31 20:58:43.461794,2022-03-31 21:00:20.461794,2,
-1,2022-03-31 20:43:46.065700,2022-03-31 20:43:47.066942,8,51
16,2022-03-31 20:43:49.676144,2022-03-31 20:45:28.886892,8,16
17,2022-03-31 20:43:52.439867,2022-03-31 20:45:16.460440,2,17
-1,2022-03-31 20:44:23.104074,2022-03-31 20:44:24.105269,8,52
-1,2022-03-31 20:45:05.147146,2022-03-31 20:45:06.148300,8,53
15.5,2022-03-31 20:43:36.980817,2022-03-31 20:45:33.980817,1,
15.5,2022-03-31 20:45:33.980817,2022-03-31 20:47:14.980817,2,
15.5,2022-03-31 20:47:14.980817,2022-03-31 20:48:53.980817,1,
15.5,2022-03-31 20:48:53.980817,2022-03-31 20:50:30.980817,2,
15.5,2022-03-31 20:50:30.980817,2022-03-31 20:52:07.980817,1,
15.5,2022-03-31 20:52:07.980817,2022-03-31 20:54:28.980817,2,
15.5,2022-03-31 20:54:28.980817,2022-03-31 20:56:08.980817,1,
15.5,2022-03-31 20:56:08.980817,2022-03-31 20:57:42.980817,2,
15.5,2022-03-31 20:57:42.980817,2022-03-31 20:59:17.980817,1,
15.5,2022-03-31 20:59:17.980817,2022-03-31 21:00:51.980817,2,
15.5,2022-03-31 21:00:51.980817,2022-03-31 21:03:26.980817,1,
15.5,2022-03-31 21:03:26.980817,2022-03-31 21:05:58.980817,2,
15.5,2022-03-31 21:05:58.980817,2022-03-31 21:08:30.980817,1,
15.5,2022-03-31 21:08:30.980817,2022-03-31 21:11:02.980817,2,
15.5,2022-03-31 21:11:02.980817,2022-03-31 21:12:38.980817,1,
17,2022-03-31 20:45:16.460450,2022-03-31 20:52:28.459520,8,17
16.5,2022-03-31 20:43:49.676144,2022-03-31 20:46:27.676144,1,
16.5,2022-03-31 20:46:27.676144,2022-03-31 20:49:02.676144,2,
16.5,2022-03-31 20:49:02.676144,2022-03-31 20:51:38.676144,1,
16.5,2022-03-31 20:51:38.676144,2022-03-31 20:53:48.676144,2,
16.5,2022-03-31 20:53:48.676144,2022-03-31 20:55:23.676144,1,
16.5,2022-03-31 20:55:23.676144,2022-03-31 20:58:05.676144,2,
16.5,2022-03-31 20:58:05.676144,2022-03-31 21:00:43.676144,1,
16.5,2022-03-31 21:00:43.676144,2022-03-31 21:03:19.676144,2,
16.5,2022-03-31 21:03:19.676144,2022-03-31 21:05:52.676144,1,
16.5,2022-03-31 21:05:52.676144,2022-03-31 21:07:29.676144,2,
18,2022-03-31 20:45:41.627100,2022-03-31 20:52:38.466750,2,18
19,2022-03-31 20:45:44.936811,2022-03-31 20:52:38.466895,2,19
20,2022-03-31 20:45:48.126919,2022-03-31 20:56:32.264885,2,20
21,2022-03-31 20:45:51.318158,2022-03-31 20:56:32.265038,2,21
-1,2022-03-31 20:45:51.388403,2022-03-31 20:45:52.389587,8,54
-1,2022-03-31 20:46:37.435316,2022-03-31 20:46:38.436471,8,55
-1,2022-03-31 20:47:20.477801,2022-03-31 20:47:21.478968,8,56
-1,2022-03-31 20:48:04.522519,2022-03-31 20:48:05.523669,8,57
-1,2022-03-31 20:48:41.560194,2022-03-31 20:48:42.561344,8,58
-1,2022-03-31 20:49:22.569762,2022-03-31 20:49:23.570916,8,59
-1,2022-03-31 20:49:59.605754,2022-03-31 20:50:00.606904,8,60
-1,2022-03-31 20:50:47.654425,2022-03-31 20:50:48.655579,8,61
-1,2022-03-31 20:51:35.703206,2022-03-31 20:51:36.704363,8,62
-1,2022-03-31 20:52:18.745762,2022-03-31 20:52:19.746919,8,63
17.5,2022-03-31 20:45:16.460450,2022-03-31 20:47:55.460450,1,
17.5,2022-03-31 20:47:55.460450,2022-03-31 20:50:31.460450,2,
17.5,2022-03-31 20:50:31.460450,2022-03-31 20:53:07.460450,1,
17.5,2022-03-31 20:53:07.460450,2022-03-31 20:55:43.460450,2,
17.5,2022-03-31 20:55:43.460450,2022-03-31 20:58:18.460450,1,
17.5,2022-03-31 20:58:18.460450,2022-03-31 21:00:26.460450,2,
17.5,2022-03-31 21:00:26.460450,2022-03-31 21:02:03.460450,1,
17.5,2022-03-31 21:02:03.460450,2022-03-31 21:03:39.460450,2,
17.5,2022-03-31 21:03:39.460450,2022-03-31 21:05:14.460450,1,
17.5,2022-03-31 21:05:14.460450,2022-03-31 21:06:49.460450,2,
18,2022-03-31 20:52:38.466763,2022-03-31 20:56:22.250089,8,18
19,2022-03-31 20:52:38.466900,2022-03-31 20:56:12.842431,4,19
19.5,2022-03-31 20:52:38.466900,2022-03-31 20:55:20.466900,1,
19.5,2022-03-31 20:55:20.466900,2022-03-31 20:57:57.466900,2,
19.5,2022-03-31 20:57:57.466900,2022-03-31 21:00:33.466900,1,
19.5,2022-03-31 21:00:33.466900,2022-03-31 21:03:07.466900,2,
19.5,2022-03-31 21:03:07.466900,2022-03-31 21:05:02.466900,1,
19.5,2022-03-31 21:05:02.466900,2022-03-31 21:07:39.466900,2,
